// FFXIV 1.0 (1.23b) RTTI Database — 4358 classes
// Generated from: ffxivgame.exe
// Date: 2026-05-18 13:35:01

// Format: Demangled | VTable VA | VFunc Count | TypeDescriptor VA | Mangled
// -------------------------------------------------------------------------
Application::Lua::Script::Client::Control::Item                                            | 0x00FD5A14 |   6 | 0x012C1850 | .?AVItem@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemBase                                        | 0x00FD5484 |  34 | 0x012C0864 | .?AVItemBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemBuilder                                     | 0x00FD5C68 |   6 | 0x012C2348 | .?AVItemBuilder@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemManager                                     | 0x00FD7618 |   2 | 0x012C2E98 | .?AVItemManager@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheet::LoadFinishedListenerInterface        | 0x00FD50D4 |   2 | 0x012BFF38 | .?AVLoadFinishedListenerInterface@ItemSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheetLoader                                 | 0x00FD5A30 |   3 | 0x012C1890 | .?AVItemSheetLoader@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheetLoadRequest                            | 0x00FD5A40 |   4 | 0x012C18D8 | .?AVItemSheetLoadRequest@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheetLoadRequestInterface                   | 0x00FD5198 |   4 | 0x012C01A8 | .?AVItemSheetLoadRequestInterface@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheetLoadRequestSimple                      | 0x00FD5580 |   4 | 0x012C0958 | .?AVItemSheetLoadRequestSimple@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::ItemSheetLoadRequestTerminator                  | 0x00FD556C |   4 | 0x012C0900 | .?AVItemSheetLoadRequestTerminator@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::JudgeBase                                       | 0x00FDFD44 |  34 | 0x012C3510 | .?AVJudgeBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::Math                                            | 0x00FD559C |  34 | 0x012C09E8 | .?AVMath@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::MoneyItem                                       | 0x00FD5A54 |   6 | 0x012C1924 | .?AVMoneyItem@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::MyPlayer                                        | 0x00FD785C | 133 | 0x012C19A4 | .?AVMyPlayer@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::NormalItem                                      | 0x00FD5C84 |   6 | 0x012C2388 | .?AVNormalItem@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::NpcBase                                         | 0x00FD647C |  41 | 0x012709E4 | .?AVNpcBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::NpcBase::BgSchedulerResumeChecker               | 0x00FD5654 |   3 | 0x012C0B30 | .?AVBgSchedulerResumeChecker@NpcBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::PlayerBase                                      | 0x00FD5E04 | 133 | 0x012BFA48 | .?AVPlayerBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::PrivateAreaBase                                 | 0x00FD653C |  35 | 0x012C2D90 | .?AVPrivateAreaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::QuestBase                                       | 0x00FDFDDC |  34 | 0x012C09A8 | .?AVQuestBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SendStoryboardCommandPickUpWithInt              | 0x00FD572C |   2 | 0x012C0FF0 | .?AVSendStoryboardCommandPickUpWithInt@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SendStoryboardCommandPickUpWithNone             | 0x00FD57A8 |   2 | 0x012C1288 | .?AVSendStoryboardCommandPickUpWithNone@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SendStoryboardCommandPickUpWithString           | 0x00FD5744 |   2 | 0x012C10A8 | .?AVSendStoryboardCommandPickUpWithString@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SendStoryboardCommandPickUpWithTwoInts          | 0x00FD5738 |   2 | 0x012C1048 | .?AVSendStoryboardCommandPickUpWithTwoInts@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithBool                       | 0x00FD568C |   2 | 0x012C0C28 | .?AVSetPropertyPickUpWithBool@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithFloat                      | 0x00FD5698 |   2 | 0x012C0C78 | .?AVSetPropertyPickUpWithFloat@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithFourFloat                  | 0x00FD56BC |   2 | 0x012C0D70 | .?AVSetPropertyPickUpWithFourFloat@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithInt                        | 0x00FD5680 |   2 | 0x012C0BD8 | .?AVSetPropertyPickUpWithInt@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithString                     | 0x00FD56A4 |   2 | 0x012C0CC8 | .?AVSetPropertyPickUpWithString@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SetPropertyPickUpWithTwoFloat                   | 0x00FD56B0 |   2 | 0x012C0D18 | .?AVSetPropertyPickUpWithTwoFloat@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SpreadSheet                                     | 0x00FD7744 |  34 | 0x012C2308 | .?AVSpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SpreadSheet::LoadDataFunctionEndCallback        | 0x00FD5CA0 |   2 | 0x012C0F38 | .?AVLoadDataFunctionEndCallback@SpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SpreadSheet::LoadDataFunctionEndCallbackFinder  | 0x00FD5714 |   2 | 0x012C0ED0 | .?AVLoadDataFunctionEndCallbackFinder@SpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SpreadSheet::LoadDataResumeChecker              | 0x00FD6160 |   3 | 0x012C29B8 | .?AVLoadDataResumeChecker@SpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::SpreadSheetLoadedDataDisappearListenerInterface | 0x00FDF974 |   2 | 0x012C32A0 | .?AVSpreadSheetLoadedDataDisappearListenerInterface@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::StatusBase                                      | 0x00FDF8DC |  34 | 0x012C31F8 | .?AVStatusBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::String                                          | 0x00FDFE74 |  34 | 0x012C3550 | .?AVString@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::Table                                           | 0x00FDFF0C |  34 | 0x012C358C | .?AVTable@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VActorBase::?$MemberFunctionHolder              | 0x00FD5B10 |   2 | 0x012C19E8 | .?AV?$MemberFunctionHolder@VActorBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VActorBase::?$MemberFunctionHolder              | 0x00FD5B1C |   2 | 0x012C1AA0 | .?AV?$MemberFunctionHolder@VActorBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VActorBase::?$TypeChecker                       | 0x00FD5928 |   2 | 0x012C1500 | .?AV?$TypeChecker@VActorBase@Control@Client@Script@Lua@Application@@@
Application::Lua::Script::Client::Control::VAreaBase::?$MemberFunctionHolder               | 0x00FD6464 |   2 | 0x012C2AB0 | .?AV?$MemberFunctionHolder@VAreaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VAreaBase::?$MemberFunctionHolder               | 0x00FD6470 |   2 | 0x012C2B68 | .?AV?$MemberFunctionHolder@VAreaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VCharaBase::?$MemberFunctionHolder              | 0x00FD5D54 |   2 | 0x012C23C8 | .?AV?$MemberFunctionHolder@VCharaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VCharaBase::?$MemberFunctionHolder              | 0x00FD5D60 |   2 | 0x012C2480 | .?AV?$MemberFunctionHolder@VCharaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VCharaBase::?$TypeChecker                       | 0x00FD5934 |   2 | 0x012C1598 | .?AV?$TypeChecker@VCharaBase@Control@Client@Script@Lua@Application@@@
Application::Lua::Script::Client::Control::VCutScene::?$MemberFunctionHolder               | 0x00FD5B40 |   2 | 0x012C1CC8 | .?AV?$MemberFunctionHolder@VCutScene@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VDebug::?$MemberFunctionHolder                  | 0x00FD5B4C |   2 | 0x012C1D80 | .?AV?$MemberFunctionHolder@VDebug@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VDesktopWidget::?$MemberFunctionHolder          | 0x00FD5C28 |   2 | 0x012C2150 | .?AV?$MemberFunctionHolder@VDesktopWidget@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VDesktopWidget::?$MemberFunctionHolder          | 0x00FD5C34 |   2 | 0x012C2208 | .?AV?$MemberFunctionHolder@VDesktopWidget@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VDirectorBase::?$MemberFunctionHolder           | 0x00FD5DF8 |   2 | 0x012C2538 | .?AV?$MemberFunctionHolder@VDirectorBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VGlobal::?$MemberFunctionHolder                 | 0x00FD6138 |   2 | 0x012C2800 | .?AV?$MemberFunctionHolder@VGlobal@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VGlobal::?$MemberFunctionHolder                 | 0x00FD6144 |   2 | 0x012C28B0 | .?AV?$MemberFunctionHolder@VGlobal@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VGroupBase::?$MemberFunctionHolder              | 0x00FD5B28 |   2 | 0x012C1B58 | .?AV?$MemberFunctionHolder@VGroupBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VItemBase::?$MemberFunctionHolder               | 0x00FD5B34 |   2 | 0x012C1C10 | .?AV?$MemberFunctionHolder@VItemBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VMath::?$MemberFunctionHolder                   | 0x00FD5B7C |   2 | 0x012C2058 | .?AV?$MemberFunctionHolder@VMath@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VNpcBase::?$MemberFunctionHolder                | 0x00FD6524 |   2 | 0x012C2C20 | .?AV?$MemberFunctionHolder@VNpcBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VNpcBase::?$MemberFunctionHolder                | 0x00FD6530 |   2 | 0x012C2CD8 | .?AV?$MemberFunctionHolder@VNpcBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VNpcBase::?$TypeChecker                         | 0x00FD594C |   2 | 0x012C16C8 | .?AV?$TypeChecker@VNpcBase@Control@Client@Script@Lua@Application@@@
Application::Lua::Script::Client::Control::VPlayerBase::?$MemberFunctionHolder             | 0x00FD601C |   2 | 0x012C25F0 | .?AV?$MemberFunctionHolder@VPlayerBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VPlayerBase::?$MemberFunctionHolder             | 0x00FD6028 |   2 | 0x012C26A8 | .?AV?$MemberFunctionHolder@VPlayerBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VPlayerBase::?$TypeChecker                      | 0x00FD5940 |   2 | 0x012C1630 | .?AV?$TypeChecker@VPlayerBase@Control@Client@Script@Lua@Application@@@
Application::Lua::Script::Client::Control::VPrivateAreaBase::?$MemberFunctionHolder        | 0x00FD65CC |   2 | 0x012C2DD8 | .?AV?$MemberFunctionHolder@VPrivateAreaBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VSpreadSheet::?$MemberFunctionHolder            | 0x00FD77D0 |   2 | 0x012C2FA8 | .?AV?$MemberFunctionHolder@VSpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VSpreadSheet::?$MemberFunctionHolder            | 0x00FD77DC |   2 | 0x012C3060 | .?AV?$MemberFunctionHolder@VSpreadSheet@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VWidgetBase::?$MemberFunctionHolder             | 0x00FD5B58 |   2 | 0x012C1E30 | .?AV?$MemberFunctionHolder@VWidgetBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VWidgetBase::?$MemberFunctionHolder             | 0x00FD5B64 |   2 | 0x012C1EE8 | .?AV?$MemberFunctionHolder@VWidgetBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::VWorldMaster::?$MemberFunctionHolder            | 0x00FD5B70 |   2 | 0x012C1FA0 | .?AV?$MemberFunctionHolder@VWorldMaster@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::WidgetBase                                      | 0x00FD5A74 |  38 | 0x012C1964 | .?AVWidgetBase@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::WidgetHandle                                    | 0x00FD57D4 |  34 | 0x012C12E0 | .?AVWidgetHandle@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Control::WorldMaster                                     | 0x00FD5864 |  34 | 0x012C1328 | .?AVWorldMaster@Control@Client@Script@Lua@Application@@
Application::Lua::Script::Client::DisplayNameResolver::GetNameListenerInterface            | 0x00FD40E4 |   2 | 0x012BF5E0 | .?AVGetNameListenerInterface@DisplayNameResolver@Client@Script@Lua@Application@@
Application::Lua::Script::Client::ErrorHandler                                             | 0x00FE0184 |  69 | 0x012C3B78 | .?AVErrorHandler@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::Base                                              | 0x01056C5C |  12 | 0x012D7588 | .?AVBase@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::Command                                           | 0x01056C90 |  12 | 0x012D75C0 | .?AVCommand@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::CommandBlock                                      | 0x01056CC4 |  12 | 0x012D75FC | .?AVCommandBlock@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::CommandNonBlock                                   | 0x01056CF8 |  12 | 0x012D7640 | .?AVCommandNonBlock@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::Emote                                             | 0x01056D2C |  12 | 0x012D7684 | .?AVEmote@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::EmoteBlock                                        | 0x01056D60 |  12 | 0x012D76BC | .?AVEmoteBlock@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::EmoteNonBlock                                     | 0x01056D94 |  12 | 0x012D7700 | .?AVEmoteNonBlock@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionBlockEventBase                           | 0x01057004 |  10 | 0x012D7AB0 | .?AVExecutionBlockEventBase@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionClientSideBlockEvent                     | 0x01057080 |  10 | 0x012D7BE8 | .?AVExecutionClientSideBlockEvent@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionClientSideBlockEvent::ClientOrderEventWaitingResumeChecker | 0x01056DC8 |   3 | 0x012D7740 | .?AVClientOrderEventWaitingResumeChecker@ExecutionClientSideBlockEvent@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionClientSideNonBlockEvent                  | 0x0105705C |   3 | 0x012D7B50 | .?AVExecutionClientSideNonBlockEvent@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionEventBase                                | 0x01056FF4 |   3 | 0x012D7A68 | .?AVExecutionEventBase@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::ExecutionServerSideBlockEvent                     | 0x01057030 |  10 | 0x012D7B00 | .?AVExecutionServerSideBlockEvent@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::FormManager                                       | 0x01056FE0 |   4 | 0x012D7A24 | .?AVFormManager@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::Notice                                            | 0x01056DD8 |  12 | 0x012D77B8 | .?AVNotice@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::NoticeBlock                                       | 0x01056E0C |  12 | 0x012D77F4 | .?AVNoticeBlock@Event@Client@Script@Lua@Application@@
Application::Lua::Script::Client::Event::NoticeNonBlock                                    | 0x01056E40 |  12 | 0x012D7838 | .?AVNoticeNonBlock@Event@Client@Script@Lua@Application@@
